Player,Team,Position,Age,Market value,Contract expires,Minutes played,Passport country,Foot,Height,Weight,On loan,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",PAdj Sliding tackles,PAdj Interceptions,Fouls per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %","Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,Lateral passes per 90,Short / medium passes per 90,Long passes per 90,"Average pass length, m",xA per 90,Shot assists per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %"
E. Džeko,Roma,CF,34,10000000,2022-06-30,3086,Bosnia and Herzegovina,right,193,80,no,2.33,50,6.74,56.71,0.04,1.47,1.17,0.56,3.3,41.59,14.159,27.03,3.27,53.57,5.57,1.17,15.75,2.45,20.68,74.05,4.61,65.82,4.35,7.47,17.88,1.75,18.64,0.11,0.96,2.62,72.22,1.75,63.33,1.46,0.29,2.51,76.74
Munir El Haddadi,Sevilla,"LWF, RWF, CF",25,10000000,2023-06-30,1361,"Spain, Morocco",left,175,69,no,5.22,58.23,3.5,41.51,0.95,3.79,1.06,0.26,2.84,39.53,11.628,23.53,3.64,50.91,4.17,0.99,21.56,1.98,28.5,77.49,5.29,66.25,7.41,9.46,25.13,1.26,15.38,0.1,0.93,1.72,76.92,2.98,60,1.79,0.53,3.57,74.07
Mahmoud Trézéguet,Aston Villa,"RW, RWF, LW",26,10000000,2023-06-30,2108,Egypt,right,180,71,no,7.43,50,3.63,35.29,0.1,4.13,1.49,0.22,1.96,34.78,13.043,32.31,5.38,53.17,2.73,1.67,12.34,1.96,16.99,71.61,3.8,62.92,4.48,5,13.45,0.94,17.08,0.06,0.77,1.28,56.67,2.13,46,0.34,0.94,2.73,73.44
M. Ritchie,Newcastle United,"LB5, RW, LW",31,9500000,2023-06-30,1423,"England, Scotland",left,172,76,no,6.39,47.52,2.66,50,0.35,4.93,1.64,0.1,1.52,33.33,8.333,41.86,1.39,45.45,0.7,1.08,23.97,1.96,33.84,76.64,11.13,65.34,8.35,8.98,27.77,3.92,19.6,0.19,1.9,4.49,52.11,2.53,57.5,0.57,1.14,7.46,72.03
A. Townsend,Crystal Palace,RW,29,9500000,2021-06-30,1427,England,left,181,77,no,6.37,61.39,0.95,33.33,0.08,3.48,0.57,0.03,0.76,33.33,8.333,40.68,6.37,53.47,0.95,2.4,15.64,0.5,27.25,74.31,7.69,62.3,6.31,8.51,21.57,2.52,20.07,0.12,0.63,2.59,58.54,4.04,53.13,0.82,1.45,5.11,75.31
J. Jankto,Sampdoria,"LW, LCMF3",24,9500000,2023-06-30,2231,Czech Republic,left,184,74,no,5,53.23,1.33,27.27,0.09,4.11,0.97,0.1,1.65,24.39,4.878,37.84,1.41,54.29,2.38,1.45,22.31,1.49,29.85,75.81,8.47,66.19,6.7,9.32,24.93,2.3,18.65,0.2,1.69,3.31,58.54,3.39,46.43,0.81,1.05,4.36,80.56
J. Schlupp,Crystal Palace,"LW, LWF, LCMF3",27,9000000,2021-06-30,1127,"Germany, Ghana",left,178,72,no,5.99,49.33,3.27,43.9,0.29,4.5,1.2,0.15,1.44,55.56,16.667,25,3.83,47.92,2.08,1.28,16.53,0.64,24.28,77.96,9.9,65.32,4.23,5.83,21,2.16,20.9,0.05,0.24,4.55,66.67,1.04,53.85,0.56,0.4,4.15,73.08
Carles Pérez,Roma,"RWF, RAMF, RW",22,9000000,2024-06-30,1136,Spain,left,173,75,no,5.39,58.82,1.58,10,0.27,3.32,1.43,0.27,2.77,40,5.714,30,5.78,46.58,3.64,2.54,31.37,1.58,38.03,86.04,6.42,82.72,11.73,12.36,35.81,0.79,16.16,0.15,1.19,2.85,88.89,2.46,51.61,1.58,0.4,3.72,80.85
M. Chouiar,Dijon,"LW, AMF, LAMF",21,9000000,2022-06-30,1593,"France, Morocco",right,177,75,no,7.12,53.17,1.98,40,0.07,3.09,1.86,0.18,1.98,48.57,11.429,21.43,7.85,53.96,2.71,3.22,19.04,1.19,28.31,77.45,7.74,69.34,7.12,7.51,25.88,1.13,17.35,0.18,1.86,3.22,61.4,2.37,47.62,0.96,0.34,3.5,75.81
Moi Gómez,Villarreal,"LW, LWF, RW",26,9000000,2025-06-30,2467,Spain,right,176,73,no,4.38,56.67,1.71,25.53,0.05,4.82,0.77,0.12,1.28,40,14.286,43.02,3.21,52.27,1.93,1.64,30.9,1.46,40.06,83.79,8.32,71.93,11.31,13.39,33.49,3.65,18.03,0.1,0.8,3.76,72.82,3.5,63.54,1.39,1.31,6.38,77.71
J. Hendrick,Newcastle United,"RW, RCMF",28,9000000,2024-06-30,2077,Republic of Ireland,right,185,79,no,4.98,56.52,2.04,51.06,0.25,3.42,0.74,0.09,0.95,31.82,9.091,18.52,2.9,34.33,1.39,0.69,14.82,0.65,23.49,75.46,5.81,54.48,5.76,6.85,20.15,2.3,20.01,0.07,0.43,2.43,50,1.21,35.71,0.61,0.26,3.21,58.11
E. Ünal,Getafe,CF,23,9000000,2025-06-30,2523,Turkey,right,185,73,no,3.82,46.73,11.77,40.91,0.14,1.92,1.39,0.38,2.14,45,10,44.44,2.28,43.75,3.14,0.89,12.16,2.32,18.51,72.83,5.1,62.94,3.78,4.85,17.44,0.82,15.3,0.05,0.46,2.32,58.46,0.86,41.67,0.78,0.14,2.1,59.32
C. Benteke,Crystal Palace,CF,29,9000000,2021-06-30,1392,"Congo DR, Belgium",right,190,83,no,2.97,50,17.2,52.63,0.35,3.2,1.62,0.43,2.65,46.34,4.878,40,2.72,45.24,4.27,1.1,8.28,1.29,13.77,77,3.3,56.86,3.43,3.43,12.87,0.65,12.39,0.09,0.71,1.1,58.82,1.1,58.82,1.16,0.06,1.75,70.37
R. Quaison,Mainz 05,"CF, LW, LAMF",27,9000000,2021-06-30,2730,"Sweden, Ghana",right,183,77,no,3.63,57.27,3.13,23.16,0,2.03,0.79,0.31,2.27,40.58,18.841,29.41,3.26,49.49,2.8,0.76,11.8,1.15,17.77,73.84,5.37,58.9,3.36,5.37,16.12,1.22,16.01,0.04,0.69,2.54,57.14,1.48,48.89,1.22,0.1,2.57,65.38
I. Niane,Metz,"CF, LW, LWF",21,9000000,2024-06-30,1042,Senegal,right,187,73,no,4.32,52,7.08,30.49,0.1,3.13,0.6,0.26,2.42,39.29,10.714,41.67,5.36,45.16,1.64,1.38,13.56,1.73,20.47,79.75,3.11,69.44,7.6,6.56,19.17,0.52,15.65,0.02,0.69,1.73,75,1.12,30.77,0.17,0.26,1.21,92.86
J. Sargent,Werder Bremen,CF,20,9000000,2022-06-30,1498,USA,right,185,79,no,4.03,49.25,6.43,36.45,0.67,3.93,1.26,0.31,1.68,46.43,14.286,40,2.4,40,2.76,0.66,11.84,1.44,17.96,79.6,2.88,64.58,5.59,4.39,17.12,0.24,13.38,0.04,0.42,0.96,62.5,0.6,60,0.42,0.24,1.68,57.14
D. Payet,Olympique Marseille,"LW, LWF, LAMF",33,8500000,2024-06-30,2071,"Réunion, France",right,175,77,no,3.13,50,0.91,38.1,0.54,2.33,0.65,0.26,2.61,43.33,15,33.9,6.26,50.69,2,3.26,31.59,2,39.29,76.33,11.95,62.91,7.13,13.69,32.98,4.04,19.33,0.29,3.17,5.87,54.81,4.43,50,1.87,1,6.78,83.33
M. Zaccagni,Hellas Verona,"CF, AMF",25,8500000,2022-06-30,2247,Italy,right,177,63,no,3.85,52.08,3.68,34.78,0.46,2.69,1.32,0.14,0.96,37.5,8.333,23.53,5.61,58.57,2.84,2.72,18.66,1.04,29.36,74.76,7.17,67.04,7.17,8.85,25.67,2,16.34,0.15,1.08,3.12,74.36,2.8,48.57,1.48,0.44,4.01,73
M. Dabbur,Hoffenheim,CF,28,8000000,2024-06-30,835,Israel,right,182,74,no,4.31,55,3.56,21.21,1.06,2.12,2.48,0.44,2.8,46.15,15.385,28.57,3.02,64.29,4.1,0.86,19.51,1.19,27.59,74.61,6.47,56.67,4.74,7.11,25.44,1.4,14.67,0.02,0.43,3.02,67.86,2.8,53.85,1.51,0.11,3.13,75.86
Cucho Hernández,Getafe,"CF, LW, AMF",21,8000000,2021-06-30,1590,Colombia,right,176,73,yes,3.79,50.75,5.89,43.27,0.14,2.83,0.68,0.3,2.38,33.33,11.905,26.92,4.47,62.03,2.83,1.98,15.4,1.42,22.58,73.43,5.26,62.37,4.92,6.74,20.04,1.25,16.81,0.04,0.57,1.87,66.67,1.25,45.45,0.79,0.28,2.89,64.71
Borja Iglesias,Real Betis,CF,27,8000000,2024-06-30,2092,Spain,right,187,79,no,2.11,30.61,3.96,38.04,0,2.87,1.42,0.19,1.33,32.26,9.677,23.08,1.38,37.5,2.97,0.6,7.44,1.55,12.86,78.93,2.71,61.9,4.04,3.57,12.09,0.39,13.62,0.08,0.65,1.03,66.67,0.86,50,0.73,0.13,1.12,61.54
Gonçalo Paciência,Schalke 04,CF,26,8000000,2023-06-30,1368,Portugal,right,186,84,yes,4.01,50.82,7.3,49.55,0.28,2.45,1.71,0.45,2.89,43.18,15.909,23.08,5.66,38.37,4.14,0.79,10.72,1.78,17.76,64.81,4.67,57.75,4.41,4.93,14.61,1.91,21.2,0.14,0.99,2.17,48.48,1.91,65.52,1.25,0.39,2.63,82.5
S. Boufal,Angers SCO,"LW, AMF, RW",27,8000000,2024-06-30,841,"France, Morocco",left,170,60,no,7.81,60.27,1.71,31.25,0.89,4.08,2.57,0.17,2.03,36.84,0,38.24,14.88,43.17,3.85,4.6,20.87,1.5,32,80.94,8.13,82.89,6.63,10.27,27.5,1.07,14.57,0.31,1.28,3,85.71,3.85,55.56,1.5,1.71,4.6,86.05
A. Budimir,Osasuna,CF,29,8000000,2023-06-30,2934,"Bosnia and Herzegovina, Croatia",left,190,75,yes,3.53,48.7,11.13,43.25,0.34,2.2,2.02,0.36,1.56,41.18,25.49,23.08,2.33,38.16,3.13,0.61,8.8,1.26,13.31,74.65,2.67,65.52,3.13,3.4,12.7,0.21,14.11,0.03,0.34,1.2,61.54,0.71,56.52,0.49,0.09,1.04,50
R. Matondo,Schalke 04,"CF, RW, LAMF",20,8000000,2023-06-30,1219,"England, Wales",right,175,66,no,4.65,47.62,2.88,15.38,0.19,1.78,1.7,0.17,1.7,30.43,8.696,20,5.83,36.71,2.81,2.36,11.15,1.4,16.76,70.93,2.95,50,3.99,4.5,15.58,0.37,14.62,0.04,0.66,1.48,65,1.4,47.37,0.81,0.22,1.48,70
A. Ounas,Cagliari,"RW, CF, RWF",24,8000000,2022-06-30,1186,Algeria,left,172,65,yes,2.96,64.1,1.37,27.78,0.91,2.73,0.46,0.15,1.59,42.86,9.524,30.43,9.03,52.1,2.28,3.11,26.33,2.28,34.45,77.53,6.37,63.1,9.49,13.51,28.46,3.04,20.1,0.24,1.9,2.66,68.57,4.63,50.82,1.21,1.14,5.16,80.88
A. Claude-Maurice,Nice,"LW, CF, AMF",22,8000000,2024-06-30,1734,"France, Guadeloupe",right,175,64,no,4.52,59.77,0.99,57.89,0.07,2.82,0.73,0.15,1.87,30.56,2.778,38.89,5.66,47.71,2.44,2.91,21.96,1.09,29.64,85.99,6.07,76.92,9.39,8.2,27.98,0.78,15.7,0.04,0.62,2.13,78.05,1.71,60.61,0.83,0.31,3.43,78.79
G. Defrel,Sassuolo,"CF, AMF",29,8000000,2024-06-30,1056,"France, Martinique",left,179,77,no,3.92,43.48,1.7,25,0.26,2.82,1.36,0.22,1.7,45,15,100,2.56,56.67,2.39,1.7,18.75,1.02,28.3,90.66,4.43,80.77,9.2,7.33,28.13,0.09,13.53,0.15,0.77,1.79,80.95,0.68,75,1.11,0.17,1.62,84.21
Luiz Araújo,Lille,"RW, RAMF, LW",24,8000000,2022-06-30,908,Brazil,left,175,70,no,7.93,50,1.59,31.25,1.22,2.97,1.19,0.18,2.48,44,8,20,4.66,55.32,2.48,2.28,20.02,0.79,29.14,72.45,6.84,63.77,7.14,8.33,25.67,1.09,16.82,0.16,0.89,2.38,66.67,2.78,53.57,1.29,0.5,4.86,57.14
B. Dia,Reims,CF,24,8000000,2022-06-30,1900,"France, Senegal",right,180,75,no,3.22,63.24,6.06,26.56,0.18,2.33,1.14,0.27,1.8,50,18.421,10,3.32,48.57,3.74,1.52,8.81,0.95,14.4,76.97,2.51,58.49,3.79,4.83,13.69,0.24,14.33,0.09,0.95,1.56,66.67,0.85,44.44,0.95,0.05,1.42,63.33
I. Bebou,Hoffenheim,"CF, RW",26,8000000,2023-06-30,2244,"Togo, Germany",right,185,78,no,3.93,63.27,4.93,39.84,0.26,2.88,0.92,0.22,1.4,48.57,17.143,28.57,5.29,46.97,3.09,2.21,14.84,2.01,22.86,75.96,5.01,60,6.58,6.06,20.7,0.68,14.94,0.09,0.84,1.76,65.91,1.72,58.14,0.92,0.4,3.05,64.47
A. El Ghazi,Aston Villa,"RWF, RW, LW",25,8000000,2023-06-30,2203,"Netherlands, Morocco",right,188,90,no,4.04,51.52,4.04,25.25,0.15,2.51,0.82,0.23,2,40.82,8.163,31.58,4.37,54.21,2.29,1.59,14.83,1.39,21.82,70.04,4.29,60.95,5.23,7.6,16.55,1.63,19.08,0.11,0.94,1.55,55.26,3.31,46.91,0.74,1.27,4.09,67
D. Gayle,Newcastle United,CF,30,8000000,2021-06-30,928,"England, Jamaica",right,174,78,no,3.49,55.56,6.69,24.64,0.12,1.49,0.68,0.4,2.04,42.86,19.048,40,0.39,50,2.91,0.29,9.41,1.94,12.61,77.69,2.62,59.26,4.27,2.72,11.83,0.29,12.27,0.04,0.39,1.45,53.33,0.58,50,0.29,0.19,1.26,76.92
K. Lasagna,Udinese,CF,28,8000000,2023-06-30,2751,Italy,left,181,80,no,3.76,54.78,4.45,32.35,0.11,2.03,1.54,0.33,2.58,41.77,12.658,13.79,2.16,53.03,4.55,1.47,10.53,2.13,14.33,72.83,1.93,61.02,4.29,4.58,13.05,0.59,16.31,0.07,0.52,0.82,64,0.95,65.52,0.95,0.13,1.31,55
M. Samatta,Fenerbahçe,CF,28,8000000,2024-06-30,1026,Tanzania,right,183,77,yes,2.19,56,10.35,36.44,0,1.17,0.7,0.18,1.14,30.77,7.692,25,1.14,53.85,2.19,0.26,8.16,2.02,12.19,79.14,2.02,60.87,4.12,3.51,11.32,0.61,16.52,0.04,0.35,1.32,60,0.35,25,0.35,0,0.96,81.82
Roger Martí,Levante,CF,29,8000000,2023-06-30,2435,Spain,right,179,74,no,3.99,42.59,4.1,25.23,0.43,1.76,2.14,0.38,2.07,41.07,19.643,26.92,1.44,48.72,2.99,0.37,12.31,1.96,15.49,66.11,4.03,57.8,3.18,4.51,13.71,0.96,14.56,0.1,0.74,2.11,52.63,1.37,43.24,0.67,0.26,2,74.07
Cristian Tello,Real Betis,"LW, RW, LAMF",29,7500000,2022-06-30,912,Spain,right,178,65,no,3.85,66.67,0.89,33.33,0.48,2.58,0.79,0.15,2.17,31.82,9.091,25,4.14,59.52,2.37,2.57,26.05,1.48,34.24,79.83,6.91,64.29,6.81,13.03,30.49,2.07,17.63,0.01,0.49,2.07,76.19,2.27,52.17,0.69,0.49,5.72,79.31
A. Yarmolenko,West Ham United,"RW, RAMF",31,7500000,2022-06-30,1082,Ukraine,left,189,81,no,4.82,43.1,1.08,30.77,1.33,1.45,1.25,0.19,2.08,52,20,39.13,3.91,68.09,3.74,1.66,25.29,1.33,34.69,81.53,8.23,72.73,8.73,10.65,29.86,3.16,17.22,0.18,1.33,2.74,75.76,2.99,63.89,2,0.67,5.66,82.35
R. Pereyra,Udinese,"LW, RW, AMF",29,7500000,2023-06-30,1763,Argentina,both,182,75,no,3.98,58.97,1.63,15.63,0.06,3.62,0.92,0.17,1.12,40.91,13.636,35.29,4.44,41.38,2.14,1.89,21.13,0.87,30.99,86.16,6.48,74.02,9.04,8.93,28.94,1.23,14.77,0.11,0.97,2.76,81.48,1.68,66.67,1.17,0.36,4.24,74.7
Antonio Puertas,Granada,"RAMF, RW",28,7500000,2024-06-30,2787,Spain,right,183,77,no,5.72,50.28,5.23,37.04,0.66,3.11,1.29,0.19,1.39,41.86,16.279,38.18,4,48.39,2.68,1.42,13.47,1.71,21.93,75.26,5.39,64.07,6.01,5.91,19.12,1.13,16.62,0.09,0.48,1.91,62.71,1.39,46.51,0.39,0.68,2.78,67.44
José Callejón,Fiorentina,"RW, RWF",33,7500000,2022-06-30,2324,Spain,right,179,73,no,2.83,52.05,1.16,23.33,0.06,3.14,0.5,0.17,1.59,36.59,9.756,33.03,1.59,65.85,3.02,0.77,36.67,2.79,43.61,83.48,7.9,78.92,11.85,15.8,36.75,2.9,18.29,0.29,2.36,3.18,87.8,4.18,45.37,1.16,1.51,6.66,79.07
Lucas Pérez,Deportivo Alavés,CF,32,7500000,2022-06-30,2677,Spain,left,180,82,no,2.22,56.06,0.97,24.14,0.17,0.83,0.87,0.35,1.55,39.13,23.913,27.87,2.59,55.84,2.35,0.97,12.1,1.51,19,69.56,4.87,58.62,3.97,5.82,16.2,0.91,17.67,0.22,1.85,2.52,64,2.89,46.51,1.38,0.67,3.16,82.98
F. Caputo,Sassuolo,CF,33,7500000,2022-06-30,3136,Italy,right,181,74,no,1.38,31.25,1.09,31.58,0.09,0.9,0.77,0.43,2.01,50,30,20,1.55,57.41,5.14,0.8,17.13,1.52,21.87,80.58,2.84,63.64,7.12,5.91,20.98,0.49,14.1,0.13,1.21,1.06,75.68,1.29,57.78,1.75,0.06,1.46,58.82
Javi Ontiveros,Huesca,"LW, LAMF",23,7000000,2024-06-30,1010,Spain,right,175,75,yes,10.69,59.17,2.32,34.62,0.8,4.67,1.6,0.19,4.28,37.5,4.167,34.38,9.27,50.96,2.76,4.46,30.21,1.78,40.9,78.21,7.84,68.18,10.34,14.26,35.73,2.76,18.32,0.1,0.62,4.01,64.44,2.14,54.17,0.62,0.89,6.06,66.18
A. Connolly,Brighton & Hove Albion,CF,20,7000000,2024-06-30,1355,Republic of Ireland,right,177,77,no,2.92,65.91,3.59,27.78,0.17,1.45,1.06,0.32,2.32,37.14,8.571,18.18,2.99,53.33,2.79,1.06,6.44,1.46,9.17,76.09,1.86,60.71,2.86,2.13,8.37,0.07,14.13,0.02,0.27,0.53,75,0.6,44.44,0.4,0.13,0.66,80
I. Cardona,Brest,"CF, LW, LWF",23,7000000,2023-06-30,1543,"France, Malta",right,185,76,no,4.72,43.21,2.57,52.27,0.99,2.52,1.22,0.31,2.51,32.56,13.953,29.41,3.56,40.98,4.37,1.4,18.55,2.86,23.62,68.89,5.13,52.27,5.77,8.05,20.41,1.46,17.1,0.08,0.82,2.27,48.72,2.86,44.9,1.4,0.58,3.79,67.69
Adri Embarba,Espanyol,"LW, RW, CF",28,7000000,2024-06-30,1471,Spain,right,173,68,no,6.3,58.25,3.24,26.42,0.77,4.31,1.41,0.17,2.32,42.11,5.263,30.56,7.4,40.5,1.22,2.32,15.23,1.84,22.21,64.46,5.02,54.88,4.89,8.26,16.21,2.2,21.6,0.15,1.1,2.02,48.48,3.18,40.38,0.31,1.22,3.73,68.85
M. Simon,Nantes,"LW, CF, LAMF",25,7000000,2024-06-30,2310,Nigeria,right,168,66,no,2.88,50,2.22,24.56,0,1.93,0.43,0.21,1.68,41.86,11.628,25.88,7.13,52.46,3.82,3.55,15.94,1.21,24.31,75,5.38,67.39,6.31,6.94,20.42,0.82,17.27,0.15,1.29,1.75,66.67,2.61,50.75,1.01,0.78,3.7,77.89
D. Ginczek,Wolfsburg,CF,29,7000000,2022-06-30,834,Germany,right,191,85,no,3.02,64.29,5.5,43.14,0.31,1.53,1.08,0.3,2.27,28.57,14.286,28.57,2.59,37.5,3.24,0.32,14.24,1.4,19.32,73.74,4.53,57.14,4.32,5.61,17.7,0.86,15.64,0.13,0.65,1.94,55.56,0.65,66.67,0.86,0.22,1.4,61.54
L. Ajorque,Strasbourg,CF,26,7000000,2024-06-30,2169,"France, Madagascar",right,197,92,no,2.12,45.1,8.8,56.13,0.31,1.43,1.58,0.27,1.58,50,21.053,47.37,1.29,51.61,3.4,0.41,13.98,2.7,18.09,78.9,2.45,64.41,6.35,5.02,16.6,0.75,15.78,0.11,0.5,1.24,66.67,1.04,68,0.87,0.37,1.83,77.27
S. Kalu,Bordeaux,"LW, LAMF, LWB",23,7000000,2023-06-30,1433,Nigeria,right,178,79,no,7.47,51.26,3.45,34.55,0.24,4.27,1.88,0.16,2.51,32.5,2.5,25.64,8.79,52.14,2.32,2.83,21.98,1.26,29.83,76.21,6.15,59.18,8.92,10.05,25.31,2.51,18.56,0.07,0.31,3.52,57.14,1.95,32.26,0.63,0.44,4.21,73.13
S. Andersson,Köln,CF,29,7000000,2023-06-30,2833,Sweden,right,190,86,no,2.61,43.9,13.44,45.15,0.32,2.18,1.87,0.35,1.91,60,20,26.67,2.1,51.52,3.08,0.6,11.15,3.24,19.32,68.91,4.48,58.87,4.7,4.83,18.08,0.41,14.57,0.05,0.51,1.94,55.74,1.27,40,0.67,0.16,2.06,67.69
R. Oudin,Bordeaux,"RAMF, RW, AMF",24,7000000,2024-06-30,2066,France,left,185,79,no,4.36,52,2.79,37.5,0.65,4.55,0.96,0.21,2.05,29.79,8.511,24.29,2.48,45.61,3.22,0.61,21.56,2.05,30.23,69.16,9.1,55.98,6.45,10.28,24.66,2.96,20.92,0.1,0.7,3.96,41.76,3.14,48.61,0.78,0.78,5.05,71.55
I. Ganago,Lens,"CF, LW, RW",21,7000000,2024-06-30,1364,Cameroon,right,179,82,no,3.7,50,2.84,34.88,0.18,3.2,0.99,0.11,1.06,37.5,18.75,27.27,4.02,52.46,2.18,2.11,18.01,2.77,23.09,78.29,4.29,69.23,6.99,6.73,21.05,0.73,16.57,0.03,0.73,1.52,69.57,1.39,57.14,0.59,0.33,3.23,61.22
M. Braithwaite,Barcelona,"CF, LW, LWF",29,7000000,2024-06-30,2529,"Denmark, Guyana",right,177,73,no,2.67,50.67,5.34,42,0,1.57,1.32,0.33,1.85,51.92,13.462,13.64,3.06,51.16,2.7,0.71,11.46,1.07,16.19,75.82,3.13,57.95,4.13,4.7,14.95,0.6,15.42,0.04,0.39,1.64,63.04,0.96,44.44,0.53,0.11,1.89,62.26
T. Pukki,Norwich City,CF,30,6500000,2022-06-30,3087,Finland,right,180,73,no,2.83,50.52,1.22,4.76,0.08,1.47,0.64,0.38,2.36,43.21,13.58,15.79,2.22,48.68,4.02,1.2,10.73,1.72,14.23,81.35,1.72,61.02,4.64,4.08,13.41,0.26,14.14,0.07,0.67,0.52,66.67,0.73,48,0.96,0.06,0.87,53.33
A. Barnes,Burnley,CF,31,6500000,2022-06-30,1433,England,right,186,76,no,3.01,35.42,9.23,33.33,0,2.03,2.14,0.36,2.26,27.78,16.667,0,1.32,23.81,2.51,0.13,8.73,2.07,13.25,60.66,4.21,44.78,2.76,3.58,11.81,1.19,15.91,0.01,0.06,1.32,33.33,1.32,38.1,0.57,0,1.95,61.29
M. Wolf,Köln,"RW, RWB, RAMF",25,6500000,2023-06-30,1489,Germany,right,188,81,yes,5.56,46.74,2.84,44.68,0.44,4.82,0.91,0.1,0.79,15.38,7.692,32.61,4.41,43.84,2.18,2.18,25.63,3.02,34.75,67.83,12.45,58.74,6.29,9.91,28.17,4.11,19.85,0.06,0.54,6.35,58.1,2.96,48.98,0.91,0.97,8.28,77.37
P. Herrmann,Borussia M'gladbach,RAMF,29,6500000,2022-06-30,1538,Germany,right,179,71,no,5.03,46.51,2.28,35.9,1.26,3.53,1.81,0.28,2.17,40.54,16.216,32.73,1.7,55.17,4.1,1.7,22.12,2.22,28.79,74.8,5.79,64.65,7.67,10.65,24.46,1.4,17.41,0.21,1.11,2.17,54.05,3.75,46.88,1.46,0.99,4.74,76.54
S. Zaza,Torino,CF,29,6500000,2023-06-30,1773,Italy,left,186,84,no,3.35,33.33,8.38,40,1.26,1.99,2.99,0.32,2.28,51.11,13.333,7.69,1.52,26.67,3.6,0.66,10.71,2.13,13.86,67.4,1.93,60.53,4.11,4.82,12.64,0.61,16.28,0.05,0.3,1.02,65,0.81,37.5,0.46,0,1.93,55.26
J. Maja,Bordeaux,CF,21,6500000,2023-06-30,847,"England, Nigeria",right,180,77,no,2.66,48,3.72,17.14,0.33,3.11,1.49,0.32,1.91,66.67,33.333,0,1.91,61.11,2.55,0.74,13.81,1.17,20.51,87.05,3.08,86.21,7.97,4.89,20.19,0.21,18.3,0.07,0.74,1.81,70.59,0.11,0,0.11,0,1.7,87.5
G. Caprari,Benevento,"CF, LWF, LW",27,6500000,2022-06-30,1373,Italy,right,176,72,yes,4.39,47.76,2.1,9.38,0.79,2.45,1.05,0.29,2.56,38.46,12.821,38.89,3.93,41.67,3.15,2.03,19.73,0.98,26.61,82.02,5.38,74.39,7.8,8.06,24.12,1.44,15.79,0.11,1.38,2.36,75,2.56,61.54,1.51,0.46,2.88,75
V. Grifo,Freiburg,"LW, LWF, LAMF",27,6500000,2022-06-30,1720,"Germany, Italy",right,180,77,no,4.76,60.44,1.31,24,0,3.61,0.42,0.16,2.51,39.58,8.333,35,5.34,51.96,2.41,1.94,24.07,1.41,35.22,78.6,8.69,63.25,8.22,11.77,30.3,2.93,18.81,0.22,1.62,3.45,60.61,2.98,52.63,1.31,0.73,6.02,64.35
S. Armstrong,Southampton,RW,28,6500000,2022-06-30,1874,Scotland,right,184,73,no,6.58,56.93,2.11,20.45,0.53,3.84,1.2,0.13,2.07,46.51,11.628,23.08,4.27,46.07,1.97,1.73,19.26,0.91,28.62,78.52,7.68,73.75,5.81,8.88,26.13,1.3,16.3,0.13,0.67,2.93,72.13,1.92,65,1.44,0.24,4.85,69.31
A. Skov Olsen,Bologna,"RAMF, RW, RWB",20,6500000,2024-06-30,854,Denmark,left,188,75,no,6.22,52.54,1.58,46.67,0.47,4.11,1.26,0.2,2.11,40,5,38.46,7.8,54.05,2.95,2.74,26.14,2.21,36.89,76,8.01,65.79,11.28,11.7,30.98,2.21,17.99,0.11,0.84,1.69,75,4.11,38.46,0.53,1.26,5.48,65.38
A. Sanabria,Real Betis,CF,24,6500000,2022-06-30,1484,"Paraguay, Spain",right,180,70,no,3.46,47.37,6.31,35.58,0.73,2.25,1.39,0.25,2.49,48.78,14.634,8.33,2.73,42.22,3.58,0.97,15.46,2.43,20.74,82.16,3.4,73.21,5.34,7.4,19.29,0.85,16.72,0.11,0.79,1.46,75,0.79,30.77,0.67,0.06,1.21,80
E. Thommy,Stuttgart,"LW, LWB, RW",26,6000000,2022-06-30,2382,Germany,right,175,70,no,5.48,62.07,1.59,28.57,0.77,3.84,0.6,0.15,2.15,36.84,10.526,31.82,5.74,67.11,1.93,2.76,18.51,1.93,29.13,76.39,7.14,71.43,8.39,8.16,24.29,1.85,19.4,0.22,1.44,2.68,69.01,2.83,42.67,0.68,0.94,4.57,76.86
F. Smolov,Lokomotiv Moskva,CF,30,6000000,2022-06-30,785,Russia,right,186,83,no,2.87,24,5.16,22.22,0.45,2.73,1.61,0.2,1.83,37.5,12.5,0,3.44,53.33,4.47,1.72,15.82,2.75,20.29,71.19,3.44,56.67,6.31,6.08,19.03,0.46,15.03,0.04,0.46,1.38,66.67,1.38,16.67,0.34,0,1.38,33.33
S. Bahoken,Angers SCO,CF,28,6000000,2022-06-30,968,"France, Cameroon",right,185,88,no,3.9,50,4.74,25.49,0.1,0.7,2.14,0.26,1.86,50,20,36,2.51,44.44,3.72,0.74,11.62,2.79,16.83,76.8,2.6,67.86,5.21,4.65,14.23,0.74,19.39,0.05,0.74,1.02,54.55,0.93,30,0.37,0.65,1.3,78.57
