Player,Team,Position,Age,Market value,Contract expires,Minutes played,Passport country,Foot,Height,Weight,On loan,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",PAdj Sliding tackles,PAdj Interceptions,Fouls per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %","Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,Lateral passes per 90,Short / medium passes per 90,Long passes per 90,"Average pass length, m",xA per 90,Shot assists per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %"
Paco Alcácer,Villarreal,CF,27,25000000,2025-06-30,1538,Spain,right,175,70,no,2.11,50,3.22,20,0.18,2.52,0.35,0.41,2.28,38.46,23.077,60,1.17,40,3.63,0.23,14.92,1.7,18.73,80.63,2.81,62.5,6.44,4.92,17.73,0.7,12.34,0.12,0.76,1.11,52.63,0.94,75,1.23,0.18,1.35,52.17
S. Chukwueze,Villarreal,RW,21,25000000,2023-06-30,2207,Nigeria,left,172,70,no,4.12,50.5,2.04,34,0,2.56,0.65,0.17,1.96,25,6.25,36,7.5,54.35,3.26,4.28,22.1,2.08,30.18,74.46,5.95,63.7,7.01,11.99,26.1,2.28,18.74,0.15,1.3,3.02,62.16,2.73,49.25,1.75,0.73,4.53,66.67
Lucas Moura,Tottenham Hotspur,"RAMF, CF, AMF",28,25000000,2024-06-30,2439,Brazil,right,172,72,no,5.76,54.49,5.09,40.58,0.49,3.71,1.11,0.21,1.96,22.64,7.547,13.64,5.94,53.42,2.4,2.07,19.85,1.4,26.83,78.13,7.42,66.17,6.2,8.15,24.61,1.44,16.02,0.1,1,2.95,61.25,2.4,56.92,1.7,0.11,3.36,85.71
Felipe Anderson,Porto,"LW, AMF, LAMF",27,25000000,2022-06-30,1599,Brazil,right,175,68,yes,7.6,61.48,1.52,14.81,0.41,3.79,1.01,0.12,1.29,34.78,4.348,33.33,6.92,55.28,2.87,4.28,34.45,1.63,50.04,79.3,11.88,67.77,11.09,16.38,44.92,3.1,15.29,0.17,1.07,4.56,72.84,4.22,56,2.31,0.56,7.26,81.4
M. Kean,PSG,CF,20,25000000,2024-06-30,957,"Italy, Côte d'Ivoire",right,182,67,yes,3.2,32.35,3.67,17.95,0.75,1.79,2.35,0.37,2.45,50,7.692,27.27,4.98,37.74,3.29,1.97,9.03,1.13,12.41,70.45,2.26,62.5,3.57,3.1,10.91,0.56,14.79,0.05,0.66,0.94,80,0.75,62.5,0.47,0.28,1.69,72.22
K. Benzema,Real Madrid,CF,32,25000000,2022-06-30,3324,"France, Algeria",both,185,81,no,1.87,59.42,2.3,35.29,0.04,2.07,0.65,0.5,3.09,51.75,18.421,25.58,3.11,42.61,5.55,1.57,27.73,1.65,34.87,86.57,6.53,82.16,9.83,10.37,32.73,1.27,15.5,0.15,1.19,2.73,86.14,2.19,74.07,2.17,0.24,2.63,82.47
Pablo Sarabia,PSG,"RWF, RAMF, RW",28,25000000,2024-06-30,1234,Spain,left,174,70,no,5.4,54.05,1.02,7.14,1.64,3.53,1.02,0.29,2.19,33.33,13.333,22.73,3.5,43.75,4.45,1.75,41.72,1.75,47.77,80.76,10.87,70.47,12.18,14.15,42.88,2.12,16.99,0.26,1.39,5.83,70,4.3,44.07,2.12,0.8,5.54,80.26
P. Schick,Bayer Leverkusen,CF,24,25000000,2025-06-30,1369,Czech Republic,left,187,73,no,1.97,56.67,7.36,53.57,0.53,2.74,0.99,0.42,2.76,42.86,23.81,0,3.88,33.9,5.19,0.59,13.54,2.56,17.95,72.53,3.48,56.6,4.67,5,16.7,0.59,14.97,0.11,0.79,1.25,52.63,1.51,34.78,0.99,0,1.18,61.11
J. Boga,Sassuolo,"LAMF, LW",23,25000000,2022-06-30,2661,"France, Côte d'Ivoire",right,174,72,no,2.77,52.44,0.71,28.57,0,2.29,0.51,0.16,1.86,40,20,14.29,10.59,50.16,3.69,5.58,26.41,1.39,32.84,86.51,5.61,77.71,10.89,7.88,31.32,0.1,14.09,0.09,0.98,1.05,87.1,1.32,66.67,1.15,0.27,2.1,74.19
Y. Poulsen,RB Leipzig,"CF, AMF",26,25000000,,1302,"Denmark, Tanzania",right,192,84,no,4.91,60.56,6.15,38.2,0.38,2.39,2,0.42,2.14,29.03,16.129,18.75,2.42,40,4.42,0.83,14.17,2.28,20.88,74.17,4.22,65.57,5.39,5.39,19.42,0.48,13.73,0.09,0.83,2.07,63.33,1.94,64.29,1.45,0.14,2.14,74.19
D. McNeil,Burnley,LW,21,25000000,,3586,England,left,183,68,no,5.72,51.75,1.56,54.84,0.09,4.13,0.73,0.04,1.18,27.66,4.255,29.57,5.85,53.65,1.03,2.16,18.27,0.45,28.41,74.29,6.48,60.47,6.2,9.94,21.71,2.23,20.97,0.24,1.38,3.56,71.13,3.61,40.28,0.5,1.43,4.24,73.37
Rodrigo,Leeds United,CF,29,25000000,2024-06-30,2007,"Brazil, Spain",left,182,77,no,2.69,55,3.99,33.71,0.17,2.07,0.85,0.28,1.61,38.89,11.111,41.67,3.14,37.14,3.09,1.7,20.45,2.02,26.77,78.22,5.61,68.8,8.07,9.24,23.5,1.97,18.41,0.13,0.9,2.96,72.73,2.69,51.67,1.35,0.63,3.41,77.63
Willian José,Real Sociedad,CF,28,24000000,2024-06-30,2160,"Brazil, Spain",right,189,91,no,1.54,45.95,3.54,45.88,0.07,2.06,1.13,0.34,2.38,35.09,19.298,0,1.75,38.1,3.38,0.38,13.96,1.08,21.96,74.38,4.08,48.98,6.04,7.08,20.17,1.67,17.4,0.05,0.58,2.25,59.26,1.38,45.45,1.04,0,2.17,71.15
D. Berardi,Sassuolo,"RAMF, RW, RWF",26,24000000,2024-06-30,2665,Italy,left,183,72,no,6.62,44.9,1.42,40.48,0.15,5.84,1.89,0.34,3.92,38.79,12.069,26.53,4.96,54.42,2.6,2.16,27.49,1.72,36.64,79.45,9.15,65.68,7.87,12.63,32.83,2.3,18.08,0.19,1.52,3.17,67.02,3.75,56.76,2.33,0.44,6.25,76.76
K. Dolberg,Nice,CF,23,23000000,2024-06-30,2001,Denmark,right,187,84,no,2.56,49.12,1.53,44.12,0.06,2.94,1.17,0.36,1.84,58.54,26.829,0,2.29,41.18,2.74,0.63,9.99,0.81,12.41,78.62,1.89,54.76,5.04,2.7,12.05,0.18,14.33,0.06,0.36,0.76,58.82,0.4,33.33,0.18,0,0.63,35.71
C. Ünder,Leicester City,"RAMF, RW",23,23000000,2023-06-30,942,Turkey,left,173,66,yes,3.92,56.1,0.96,40,0,3.22,0.38,0.23,2.39,32,12,28.57,8.12,58.82,3.82,4.01,23.79,0.67,30.29,75.08,6.5,70.59,5.25,14.14,23.79,2.96,19.25,0.28,2.29,2.87,80,5.06,43.4,2.29,1.24,5.92,82.26
C. Wilson,Newcastle United,CF,28,22500000,2024-06-30,3152,England,right,180,66,no,2.8,46.94,5.43,25.26,0.07,1.1,1.46,0.31,1.46,45.1,15.686,26.83,2.2,40.26,3.65,0.57,8.88,2.23,13.82,67.36,3.68,56.59,3,3.43,12.36,0.37,14.3,0.07,0.69,1.26,56.82,1.14,55,0.91,0.26,1.26,81.82
N. Maupay,Brighton & Hove Albion,CF,24,22000000,2023-06-30,2983,"France, Argentina",right,171,69,no,3.98,53.03,2.96,18.37,0.17,1.84,1.12,0.39,2.69,39.33,11.236,13.33,2.69,46.07,3.83,1.18,13.61,1.36,18.83,78.21,3.47,66.09,5.64,5.34,18.1,0.48,15.37,0.07,0.69,1.27,80.95,1.42,55.32,1.21,0.03,1.72,78.95
A. Isak,Real Sociedad,CF,21,22000000,2024-06-30,1648,"Sweden, Eritrea",right,192,77,no,2.79,47.06,3.66,32.84,0,1.53,1.37,0.35,2.29,52.38,21.429,46.15,4.21,41.56,4.53,2.24,10.21,0.98,14.58,74.91,3.33,62.3,3.6,4.37,13.49,0.49,14.27,0.11,0.71,1.47,62.96,1.2,68.18,1.09,0.27,1.37,80
I. Sarr,Watford,"RAMF, RW",22,22000000,2024-06-30,2202,Senegal,right,185,76,no,4.29,56.19,2.49,24.59,0,2.7,0.94,0.23,1.8,31.82,11.364,29.36,6.38,54.49,3.8,3.07,16.51,2.45,23.46,74.04,4.37,72.9,6.13,7.32,18.64,0.82,17.73,0.15,0.9,0.9,68.18,3.88,45.26,1.47,1.27,3.02,81.08
R. Orsolini,Bologna,"RAMF, RW, RWF",23,22000000,2022-06-30,2856,Italy,left,183,73,no,5.64,51.4,2.49,43.04,0.22,3.03,1.23,0.26,2.87,27.47,8.791,26.32,7.53,48.12,3.62,2.17,21.74,1.83,29.62,69.04,7.69,63.93,5.64,10.81,23.38,2.9,18.79,0.22,1.45,2.96,52.13,3.78,45,1.36,0.95,5.99,72.63
M. Politano,Napoli,"RWF, RW, CF",27,22000000,2023-06-30,1111,Italy,left,171,65,yes,4.29,49.06,1.22,33.33,0.37,2.6,0.81,0.21,2.67,39.39,6.061,24.39,6.08,57.33,3.56,3.81,27.14,1.54,34.27,78.25,7.45,66.3,8.91,10.13,29.41,1.78,18.84,0.17,2.11,1.94,58.33,3.65,42.22,1.22,0.81,2.92,86.11
L. Muriel,Atalanta,CF,29,22000000,2024-06-30,1371,Colombia,right,179,79,no,4.27,50.77,4.6,37.14,0.4,2.01,1.77,0.9,5.12,52.56,23.077,30.77,6.96,44.34,6.37,2.56,21.86,1.25,30.33,76.62,6.76,62.14,8.27,9.32,27.24,1.51,17.26,0.23,1.97,2.89,68.18,3.48,58.49,2.56,0.46,4.33,87.88
K. Piątek,Hertha BSC,CF,25,21500000,2025-06-30,2231,Poland,right,183,77,no,3.67,46.15,5.97,40.54,0.17,1.82,1.94,0.48,2.7,37.31,11.94,40,1.69,45.24,3.43,0.65,11.01,2.18,15.57,80.31,2.18,61.11,4.96,5.2,14.64,0.65,14.6,0.08,0.61,1.21,80,0.85,57.14,0.69,0.16,0.97,66.67
E. Bardhi,Levante,LW,25,20000000,2022-06-30,2272,North Macedonia,right,169,64,no,5.55,49.29,1.47,13.51,0.45,4.08,1.78,0.16,2.14,35.19,12.963,31.71,3.88,61.22,1.54,1.66,22.26,1.15,31.37,76.52,10.14,64.06,6.54,8.79,27.61,2.3,16.98,0.1,0.95,3.68,68.82,2.38,51.67,0.75,0.44,5.23,68.94
E. Forsberg,RB Leipzig,"LW, LAMF, LCMF3",29,20000000,2022-06-30,1215,Sweden,right,177,76,no,4.37,50.85,1.63,31.82,0.09,2.54,0.89,0.29,1.85,40,20,27.27,2.67,61.11,2,2.15,28.74,1.11,36.59,81.78,11.11,67.33,8.37,9.78,33.85,2.15,18.04,0.19,2,5.56,70.67,2.37,56.25,1.26,0.15,6,79.01
H. Mkhitaryan,Roma,"LAMF, AMF, LWF",31,20000000,2021-06-30,1753,Armenia,right,177,76,no,4.72,57.61,1.44,42.86,0.68,3.77,0.98,0.29,2.31,37.78,20,15.38,3.95,48.05,3.7,2.67,27.93,1.13,38.2,82.39,10.37,75.25,8.11,13.5,34.91,2.16,16.48,0.14,1.08,3.8,79.73,2.46,60.42,1.64,0.26,4.93,72.92
D. Ings,Southampton,CF,28,20000000,2022-06-30,3009,England,right,178,73,no,4.79,58.75,4.25,26.76,0.46,4.65,1.05,0.45,2.57,43.02,25.581,30.56,3.77,39.68,3.98,0.72,13.25,1.62,18.96,65.93,6.01,49.75,3.71,5.5,16.33,1.7,16.79,0.05,0.78,2.75,50,1.73,44.83,1.02,0.24,2.57,63.95
Ayoze Pérez,Leicester City,"RW, AMF, RWF",27,20000000,2023-06-30,2129,Spain,right,178,72,no,7.48,60.45,3.09,31.51,0.61,5.04,1.27,0.3,1.94,45.65,17.391,36.59,4.02,48.42,4.1,1.1,22.02,1.61,30.94,79.78,7.31,64.16,8.2,7.95,28.49,0.8,14.59,0.17,1.06,2.96,67.14,2.16,60.78,1.44,0.55,3.64,74.42
T. Cantwell,Norwich City,"LAMF, LW, RAMF",22,20000000,2022-06-30,2647,England,right,177,70,no,6.8,47,2.04,40,0.98,3.91,1.12,0.19,1.46,37.21,13.953,20,4.08,50.83,2.45,1.9,27.3,1.09,35.33,81.81,9.52,69.29,9.15,8.33,32.81,1.8,15.47,0.07,1.05,3.3,79.38,1.94,54.39,1.36,0.17,4.62,65.44
L. Alario,Bayer Leverkusen,CF,28,20000000,2022-06-30,1257,"Argentina, Italy",right,184,79,no,3.37,51.06,7.52,37.14,1.24,1.74,1.5,0.49,3.22,42.22,15.556,28.57,1.86,53.85,4.73,0.5,12.82,1.65,19.26,78.44,2.79,58.97,6.59,5.58,17.83,1.07,16.69,0.1,0.79,1.15,56.25,1.07,73.33,1.43,0.07,1.65,60.87
Isco,Real Madrid,"LWF, RWF, RCMF",28,20000000,2022-06-30,1249,Spain,right,176,79,no,4.68,47.69,1.8,20,0.65,2.7,1.08,0.15,1.66,60.87,4.348,29.73,5.33,50,2.88,2.52,48.64,1.3,58.87,86.54,14.84,82.04,10.3,20.61,53.18,3.17,18.06,0.12,1.22,7.49,77.88,3.67,56.86,1.44,0.65,6.85,85.26
J. Bamba,Lille,"LW, LAMF",24,20000000,2023-06-30,2067,"France, Côte d'Ivoire",right,175,70,no,3.79,51.72,0.91,38.1,0,4.14,0.52,0.23,2.05,57.45,2.128,12.5,4.79,46.36,2,2.18,23.77,1,33.18,82.55,8.75,77.11,6.79,9.97,30.39,1.96,16.45,0.12,1.31,4.53,75,2,43.48,1.35,0.04,4.27,79.59
Y. Atal,Nice,"RW, RB, LW",24,20000000,2023-06-30,1063,Algeria,right,175,66,no,7.62,65.56,2.62,45.16,1.49,5.73,1.1,0.1,1.61,47.37,5.263,29.73,12.02,46.48,2.37,5.16,28.96,2.54,36.41,81.4,9.91,80.34,7.96,11.94,31.67,2.12,16.8,0.06,0.68,3.13,83.78,2.79,51.52,0.76,0.59,6.18,83.56
Cucurella,Getafe,"LW, LB",22,20000000,2024-06-30,3455,Spain,left,172,66,no,8.08,57.42,4.17,36.88,0.26,6.29,2.01,0.06,0.81,19.35,3.226,34.81,2.47,49.47,1.28,0.91,17.82,2.01,30.63,68.96,11.59,63.37,4.82,9.09,24.38,3.49,19.88,0.12,1.09,5.03,59.07,3.83,45.58,1.09,1.33,6.75,74.13
Wesley,Aston Villa,CF,24,20000000,2024-06-30,1902,Brazil,right,191,93,no,2.32,44.9,8,34.32,0,2.27,2.08,0.32,1.51,56.25,15.625,0,1.47,58.06,3.22,0.47,8.66,1.42,15.52,76.83,2.74,55.17,3.26,5.58,14.53,0.76,16.55,0.05,0.33,2.13,77.78,0.71,40,0.57,0.09,1.51,78.13
J. Kluivert,RB Leipzig,"LAMF, RAMF, LW",21,20000000,2023-06-30,1605,"Netherlands, Suriname",right,172,66,yes,5.33,45.26,1.07,42.11,0.32,2.94,1.68,0.18,1.74,35.48,12.903,35.71,5.16,57.61,2.41,3.59,20.64,1.46,25.74,81.48,4.99,71.91,5.5,9.64,22.6,1.63,16.22,0.09,1.12,1.63,58.62,2.3,65.85,1.57,0.5,2.86,84.31
Joelinton,Newcastle United,CF,24,20000000,2025-06-30,2842,Brazil,right,186,81,no,3.83,62.81,11.78,37.37,0.23,2.18,1.08,0.21,1.43,31.11,4.444,37.5,3.07,38.14,2.06,1.24,10.39,1.65,21.03,84.64,4.37,76.09,6.02,5.8,20.43,0.48,14.89,0.07,0.63,1.81,75.44,0.73,65.22,0.6,0.1,1.84,72.41
Suso,Sevilla,"RWF, RW, AMF",27,20000000,2025-06-30,2324,Spain,left,177,70,no,3.37,52.87,0.54,21.43,0,1.81,0.58,0.08,1.78,39.13,4.348,40.2,6.58,62.94,1.59,1.51,30.63,1.28,41.48,80.11,9.91,74.22,7.82,16.07,34.2,3.6,18.26,0.21,2.01,3.76,77.32,6.31,58.28,2.25,1.55,7.63,82.74
Douglas Costa,Bayern München,"RW, RWF",30,20000000,2022-06-30,894,Brazil,left,172,70,yes,3.42,52.94,0.81,12.5,0.15,2.5,1.01,0.1,1.81,38.89,5.556,30,8.96,55.06,3.62,4.43,35.13,1.91,45.6,81.9,11.58,80.87,8.26,15.91,39.66,3.02,18.6,0.31,2.21,4.63,86.96,4.43,45.45,2.32,0.81,7.45,81.08
G. Bale,Tottenham Hotspur,"RWF, RW",31,20000000,2022-06-30,1155,Wales,left,185,82,yes,3.51,55.56,4.05,59.62,0.67,2.8,1.25,0.25,2.49,37.5,6.25,36.36,5.53,63.38,3.04,2.26,27.66,3.04,35.84,77.83,6.23,65,9.19,13.64,28.44,3.66,19.22,0.1,0.94,2.88,59.46,4.36,44.64,0.7,1.71,6.16,69.62
D. Lukebakio,Hertha BSC,"CF, RW, RAMF",23,19000000,2024-06-30,2115,"Belgium, Congo DR",left,187,77,no,3.91,57.61,1.91,42.22,0.15,2.67,1.11,0.24,1.57,51.35,18.919,42.86,4.47,55.24,2.51,1.7,17.02,2.26,24.04,79.65,3.79,66.29,6.38,8.81,21.53,1.11,17.24,0.18,1.19,1.87,61.36,2.17,43.14,1.28,0.81,2.98,68.57
L. Suárez,Atlético Madrid,CF,33,18000000,2022-06-30,2115,Uruguay,right,182,83,no,1.4,48.48,0.72,47.06,0.14,2.13,0.6,0.51,3.23,52.63,21.053,42.11,3.53,45.78,4.89,1.11,23.91,1.15,27.4,78.11,4.47,53.33,6.77,9.83,25.02,1.74,15.14,0.12,0.98,2,61.7,2.26,52.83,1.53,0.3,2.17,78.43
N. Redmond,Southampton,"LW, CF",26,18000000,2023-06-30,2972,"England, Republic of Ireland",right,173,75,no,5.09,59.52,1.82,31.67,0.12,3.22,0.7,0.17,1.73,36.84,7.018,25,5.51,52.2,2.76,2.7,20.11,1.18,31.22,75.27,7.75,59.38,8.06,8.66,27.22,2.82,17.66,0.08,0.91,3.06,57.43,2.66,45.45,1.42,0.39,4.39,72.41
A. Haidara,RB Leipzig,"RW, LCMF, RCMF",22,18000000,2023-06-30,823,Mali,right,175,72,no,7.33,49.25,3.5,40.63,1.73,6.59,1.86,0.08,1.97,33.33,0,42.86,3.39,51.61,1.2,1.86,42.1,0.87,59.05,87.78,17.61,81.37,9.95,18.15,55.22,3.39,15.02,0.18,1.09,7.65,87.14,2.41,63.64,0.98,0.33,10.17,83.87
Raphinha,Leeds United,"RW, CF",23,18000000,2024-06-30,1813,"Brazil, Italy",left,176,58,no,5.06,52.94,2.13,41.86,0.26,4.56,0.94,0.28,2.23,37.78,11.111,27.27,6.55,43.18,2.93,2.28,19.71,2.63,28.84,71.6,8.29,62.87,5.01,9.98,25.32,1.69,18.49,0.21,1.64,4.12,55.42,2.53,56.86,1.59,0.6,6.11,75.61
Pablo Fornals,West Ham United,"LW, AMF",24,18000000,2024-06-30,2338,Spain,right,178,67,no,5.93,58.44,2.46,20.31,0.49,3.47,0.69,0.12,1.31,32.35,5.882,29.79,1.89,44.9,1.69,0.96,23.06,1.23,32.53,78.93,8.55,66.67,7.74,10.16,28.64,2.39,17.74,0.1,0.58,3.43,69.66,2.58,46.27,0.69,0.5,3.85,74
M. Rashica,Werder Bremen,"CF, LWF, LW",24,18000000,2022-06-30,2372,"Kosovo, Albania",right,177,73,no,4.55,40.83,1.4,21.62,0.57,2.19,1.1,0.28,2.73,40.28,11.111,36.59,6.72,53.67,2.31,2.47,15.48,1.78,22.92,73.51,3.83,63.37,4.63,9.83,18.17,1.82,19.33,0.14,1.29,1.33,68.57,3,51.9,0.76,1.06,3.15,71.08
D. Mertens,Napoli,CF,33,18000000,2022-06-30,1838,Belgium,right,169,61,no,4.55,48.39,0.59,33.33,0.3,2.07,1.32,0.27,3.72,30.26,11.842,31.75,4.26,58.62,5.19,1.08,27.47,1.32,31.83,81.08,6.12,79.2,7.93,11.61,27.18,1.71,17.49,0.26,2.2,3.23,72.73,3.82,55.13,2.01,0.98,4.36,85.39
M. Barrow,Bologna,"CF, LAMF, LW",22,18000000,2023-06-30,1678,Gambia,right,184,76,yes,4.61,45.35,2.74,23.53,0.07,2.97,1.39,0.42,4.13,33.77,11.688,29.03,6.6,53.66,4.72,3,24.67,1.45,30.41,79.01,6.97,66.92,6.49,10.62,26.6,2.36,17.05,0.18,1.34,3.65,70.59,2.41,44.44,1.39,0.48,4.34,80.25
Gonçalo Guedes,Valencia,"LW, CF",24,17500000,2023-06-30,1383,Portugal,right,179,70,no,5.92,57.14,1.24,10.53,0.25,2.52,0.91,0.1,1.5,39.13,8.696,33.33,5.99,60.87,2.02,2.47,21.34,2.34,29.22,79.06,7.22,72.07,7.09,9.7,26.1,1.3,17.42,0.07,0.91,2.67,75.61,3.38,65.38,1.82,0.52,4.16,79.69
C. Kouamé,Fiorentina,CF,23,17500000,2024-06-30,1307,"Côte d'Ivoire, Italy",right,185,70,no,3.44,48,7.02,42.16,0,2.64,1.79,0.23,2.13,38.71,19.355,30,2.75,52.5,4.13,0.9,15.42,2.27,20.66,77,3.31,64.58,5.65,7.23,19.49,0.48,17.49,0.07,0.96,1.72,72,1.31,52.63,1.17,0.28,2.48,66.67
Portu,Real Sociedad,"RW, RAMF, RWF",28,16000000,2024-06-30,2574,Spain,right,167,66,no,5.21,63.76,2.73,25.64,0.78,3.36,1.08,0.22,1.43,43.9,17.073,42.35,2.31,50,3.99,1.36,14.69,1.43,20.17,72.62,4.72,66.67,4.02,6.43,16.61,0.73,16.9,0.15,1.15,1.68,68.75,2.45,52.86,0.91,1.22,3.46,77.78
L. Waldschmidt,Benfica,"CF, AMF",24,16000000,2025-06-30,1350,Germany,left,181,74,no,3.8,45.61,2.53,26.32,0.45,2.43,1,0.33,2.67,27.5,17.5,28.57,2.87,51.16,3.13,1,18.4,1.27,24.13,79.56,6.07,65.93,4.67,7.67,23.2,0.53,16.18,0.06,0.47,2.2,72.73,1.27,63.16,0.87,0.2,2.8,64.29
J. Córdoba,Hertha BSC,CF,27,16000000,2024-06-30,2107,Colombia,right,188,85,no,3.2,40,6.45,48.34,0.38,1.97,2.48,0.36,2.35,40,23.636,23.08,2.86,52.24,3.67,0.94,8.54,2.52,14.74,79.71,1.58,62.16,4.61,5.51,13.97,0.3,15.75,0.03,0.6,0.6,78.57,0.9,52.38,0.51,0.09,0.98,73.91
J. Vardy,Leicester City,CF,33,16000000,2023-06-30,3280,England,right,179,74,no,1.48,57.41,3.87,37.59,0.12,1.99,0.49,0.49,2.17,53.16,29.114,30.95,1.76,54.69,4.12,0.99,8.75,2.06,11.09,70.54,1.7,56.45,3.07,3.35,9.69,0.47,17.25,0.15,0.71,0.69,72,1.4,62.75,1.02,0.3,1.04,81.58
D. Origi,Liverpool,"LWF, CF",25,16000000,2024-06-30,818,"Belgium, Kenya",right,185,75,no,4.18,47.37,4.4,35,0.6,2.6,1.32,0.18,1.43,46.15,30.769,36.36,6.05,41.82,3.52,2.42,16.28,1.76,22.44,74.51,3.3,60,6.71,7.37,18.7,1.32,17.18,0.1,0.88,1.21,36.36,2.53,47.83,1.32,0.66,2.09,68.42
B. Embolo,Borussia M'gladbach,"CF, AMF",23,16000000,2023-06-30,1628,"Cameroon, Switzerland",right,187,88,no,5.58,43.56,3.54,28.13,0.29,1.94,2.49,0.55,2.38,41.86,18.605,33.33,7.02,48.03,3.76,1.88,11.89,1.16,19.51,77.05,4.31,61.54,4.59,6.36,18.74,0.55,15.63,0.21,1,2.49,62.22,1.6,58.62,1.6,0.06,2.32,73.81
D. James,Manchester United,"RAMF, LAMF, CF",23,16000000,2024-06-30,2459,"England, Wales",right,180,76,no,4.43,52.89,1.21,21.21,0.1,2.05,0.48,0.14,1.61,47.73,6.818,28.32,5.27,56.94,3.04,3.51,21.34,1.57,28.07,74.45,5.42,70.95,7.32,8.89,23.31,0.95,16.76,0.09,0.81,1.43,69.23,2.93,42.5,0.77,1.02,3.11,68.24
M. Almirón,Newcastle United,"RW, AMF, LCMF3",26,16000000,2024-06-30,3223,Paraguay,left,174,70,no,5.67,56.65,0.95,23.53,0.45,2.45,0.78,0.24,1.54,32.73,7.273,29.55,3.83,49.64,2.07,2.09,16.67,1.23,23.79,80.87,5.86,71.9,5.81,6.73,21.67,1.01,16.7,0.07,0.64,2.15,76.62,1.54,58.18,0.64,0.36,2.85,70.59
H. Wilson,Cardiff City,RW,23,16000000,2023-06-30,1777,"Wales, England",left,173,70,yes,5.47,50.93,1.27,24,0.06,3.61,0.61,0.26,2.79,34.55,12.727,38.46,3.14,48.39,1.82,1.16,20.77,0.61,28.56,79.61,7.24,61.54,7.09,8.81,25.12,2.48,17.93,0.09,0.56,3.8,69.33,2.84,53.57,1.57,0.51,4.96,71.43
A. Sánchez,Internazionale,CF,31,16000000,2023-06-30,1012,Chile,right,168,62,no,4.27,47.92,2.67,20,0.81,2.7,1.69,0.45,2.13,50,16.667,36.36,4.36,48.98,4.36,0.89,23.57,1.69,31.84,77.93,7.56,69.41,6.05,12.72,26.32,3.65,18.8,0.23,2.31,4.18,80.85,4.45,62,3.02,0.53,5.25,84.75
D. Vlahović,Fiorentina,CF,20,16000000,2023-06-30,1644,Serbia,left,190,75,no,2.57,55.32,5.58,35.29,0.07,1.74,0.99,0.42,3.28,28.33,10,9.09,3.12,63.16,4.98,1.7,10.89,1.42,15.77,71.88,2.46,53.33,4.43,4.49,14.29,0.33,15.36,0.07,0.55,1.37,64,0.6,36.36,0.49,0.16,1.86,55.88
P. Cutrone,Fiorentina,CF,22,15500000,2023-06-30,1254,Italy,right,183,75,yes,4.52,53.97,4.81,17.91,0.08,1.65,1,0.4,2.22,54.84,19.355,30.77,2.15,46.67,3.8,1.08,10.41,2.01,14.86,74.88,2.58,66.67,4.16,5.17,13.85,0.14,13.66,0.07,0.43,0.79,54.55,1.15,56.25,0.93,0.22,1.29,72.22
K. Iheanacho,Leicester City,CF,24,15000000,2022-06-30,1057,Nigeria,left,185,82,no,3.75,45.45,2.98,17.14,0.28,2.5,2.04,0.48,2.72,56.25,15.625,40,3.49,41.46,5.53,1.19,17.46,1.53,22.05,81.47,4.85,73.68,6.13,5.88,21.03,0.68,15.74,0.18,1.19,1.7,80,1.53,66.67,1.62,0.17,2.21,92.31
L. Trossard,Brighton & Hove Albion,"LW, AMF, LAMF",25,15000000,2023-06-30,2152,Belgium,right,172,63,no,4.6,50.91,0.75,16.67,0.06,3.02,0.63,0.21,1.71,34.15,12.195,28.17,3.43,53.66,3.89,1.71,21.91,2.22,30.99,73.01,6.73,63.98,5.06,12.55,25.43,2.8,18.47,0.18,1.46,2.84,66.18,3.39,46.91,1.34,0.84,5.94,79.58
Óscar Rodríguez,Sevilla,"RW, RCMF3",22,15000000,2025-06-30,2036,Spain,right,174,67,no,5.88,45.86,2.87,33.85,0.45,3.45,1.46,0.22,2.56,51.72,15.517,25.49,5.22,50,1.9,1.99,22.15,0.97,31.3,73.59,9.37,61.79,5.3,10.92,26.39,2.78,17.92,0.14,1.24,4.64,66.67,2.83,45.31,0.71,0.66,4.77,70.37
I. Perišić,Internazionale,"LAMF, LWF, LW",31,15000000,2022-06-30,1258,Croatia,both,186,80,no,5.51,42.86,2,67.86,0.93,4.77,1.29,0.24,2.65,35.14,10.811,32.14,5.15,50,6.3,2.15,33.91,3,41.71,73.93,7.73,69.44,11.02,15.74,33.84,2.43,19.14,0.21,1.36,2.72,55.26,5.94,43.37,2,1.93,5.65,86.08
